"Image_ID","Scene_Type","Objects_Detected","Bounding_Boxes","Confidence"
"IMG_3509","Fire Scene","fire","fire:[438.48,398.19,505.16,440.2]","1.0"
"IMG_3510","Fire Scene","fire","fire:[787.75,374.64,803.89,402.65]","1.0"
"IMG_3511","Fire Scene","fire","fire:[421.76,371.73,482.96,416.14]","1.0"
"IMG_3512","Fire Scene","fire","fire:[474.77,370.75,523.6,424.51]","1.0"
"IMG_3513","Fire Scene","fire","fire:[440.23,401.5,500.75,441.66]","1.0"
"IMG_3514","Fire Scene","fire","fire:[339.36,463.45,680.44,894.09]","1.0"
"IMG_3515","Fire Scene","fire","fire:[787.89,380.67,804.67,402.8]","1.0"
"IMG_3516","Fire Scene","fire","fire:[1166.64,691.34,1362.43,1016.35]","1.0"
"IMG_3517","Fire Scene","fire","fire:[787.69,378.9,804.29,402.48]","1.0"
"IMG_3518","Fire Scene","fire","fire:[402.33,262.32,554.99,465.8]","1.0"
"IMG_3519","Fire Scene","fire","fire:[273.57,479.87,494.75,800.65]; fire:[513.79,633.9,628.06,751.42]","1.0"
"IMG_3520","Fire Scene","fire","fire:[786.35,374.42,803.87,402.31]","1.0"
"IMG_3521","Fire Scene","fire","fire:[440.85,401.96,499.82,440.12]","1.0"
"IMG_3522","Fire Scene","fire","fire:[400.22,369.68,484.16,414.0]","1.0"
"IMG_3523","Fire Scene","fire","fire:[395.95,564.02,597.31,790.68]","1.0"
"IMG_3524","Fire Scene","fire","fire:[1180.47,621.17,1367.05,1019.01]","1.0"
"IMG_3525","Fire Scene","fire","fire:[408.2,337.47,617.68,514.61]","1.0"
"IMG_3526","Fire Scene","fire","fire:[438.03,404.01,500.97,440.21]","1.0"
"IMG_3527","Fire Scene","fire","fire:[390.94,541.88,636.99,797.61]","1.0"
"IMG_3528","Fire Scene","fire","fire:[450.88,339.07,529.26,458.91]","1.0"
"IMG_3529","Fire Scene","fire","fire:[1164.3,764.41,1360.18,1018.62]","1.0"
"IMG_3530","Fire Scene","fire","fire:[788.22,375.85,804.08,402.94]","1.0"
"IMG_3531","Fire Scene","fire","fire:[457.94,423.05,518.37,446.12]","1.0"
"IMG_3532","Fire Scene","fire","fire:[785.39,383.78,805.57,402.96]","1.0"
"IMG_3533","Fire Scene","fire","fire:[420.17,370.24,483.06,414.62]","1.0"
"IMG_3534","Fire Scene","fire","fire:[1222.99,346.99,1447.16,936.63]","1.0"
"IMG_3535","Fire Scene","fire","fire:[1050.41,252.54,1470.59,713.88]; fire:[1399.64,789.46,1872.66,1080.0]","1.0"
"IMG_3536","Fire Scene","fire","fire:[406.25,507.53,481.21,659.15]","1.0"
"IMG_3537","General Incident Scene","refrigerator","refrigerator:[72.8,0.0,839.96,713.52]","0.84"
"IMG_3538","Fire Scene","fire","fire:[722.11,551.52,801.01,651.75]","1.0"
"IMG_3539","Unknown","","","0.0"
"IMG_3540","Fire Scene","fire","fire:[385.68,480.51,569.26,790.05]","1.0"
"IMG_3541","Fire Scene","fire","fire:[1141.39,734.5,1352.59,1021.92]","1.0"
"IMG_3542","Fire Scene","fire","fire:[438.8,396.51,499.19,440.27]","1.0"
"IMG_3543","Fire Scene","fire","fire:[417.67,366.07,484.01,415.56]","1.0"
"IMG_3544","Fire Scene","fire","fire:[788.38,375.33,804.45,403.32]","1.0"
"IMG_3545","Fire Scene","fire","fire:[441.12,395.56,499.32,439.45]","1.0"
"IMG_3546","Fire Scene","fire","fire:[787.65,380.51,804.19,402.76]","1.0"
"IMG_3547","Fire Scene","fire","fire:[444.86,342.3,531.38,445.59]","1.0"
"IMG_3548","Fire Scene","fire","fire:[1166.65,687.25,1357.73,1020.23]","1.0"
"IMG_3549","Fire Scene","fire","fire:[-0.01,433.35,69.65,515.27]","1.0"
"IMG_3550","Fire Scene","fire","fire:[459.64,350.82,487.0,391.66]; fire:[470.22,397.48,528.83,447.42]; fire:[527.94,440.76,626.45,490.7]","1.0"
"IMG_3551","Fire Scene","fire","fire:[1173.46,723.02,1355.82,1019.88]","1.0"
"IMG_3552","Fire Scene","fire","fire:[419.74,363.5,483.61,412.99]","1.0"
"IMG_3553","Crime Scene","person, chair","person:[543.41,422.08,913.64,963.35]; chair:[266.77,883.4,575.36,1075.19]","0.52"
"IMG_3554","Fire Scene","fire","fire:[783.62,376.47,804.0,402.17]","1.0"
"IMG_3555","Fire Scene","fire","fire:[438.73,402.27,498.48,438.62]","1.0"
"IMG_3556","Fire Scene","fire","fire:[0.0,433.0,72.46,512.27]; fire:[293.45,348.93,384.83,415.05]","1.0"
"IMG_3557","Fire Scene","fire","fire:[782.64,379.08,803.82,402.32]","1.0"
"IMG_3558","Fire Scene","fire","fire:[440.84,400.68,497.81,439.38]","1.0"
"IMG_3559","Fire Scene","fire","fire:[443.37,335.42,531.65,449.16]; fire:[535.11,431.74,621.43,487.08]","1.0"
"IMG_3560","Fire Scene","fire","fire:[438.51,402.97,467.64,439.65]; fire:[467.68,402.76,497.08,432.72]","1.0"
"IMG_3561","Fire Scene","fire","fire:[59.66,222.0,588.84,685.74]","1.0"
"IMG_3562","Fire Scene","fire","fire:[0.01,785.5,252.22,1039.46]; fire:[0.0,404.5,75.5,512.13]; fire:[266.77,653.47,332.56,763.57]","1.0"
"IMG_3563","Fire Scene","fire","fire:[141.25,744.82,411.33,949.32]; fire:[0.25,413.0,74.49,514.38]","1.0"
"IMG_3564","Fire Scene","fire","fire:[407.97,376.45,482.65,412.56]","1.0"
"IMG_3565","Fire Scene","fire","fire:[438.11,402.5,466.61,439.41]; fire:[469.04,403.41,496.94,432.51]","1.0"
"IMG_3566","Fire Scene","fire","fire:[415.75,298.28,557.5,461.19]; fire:[526.07,446.88,632.23,501.04]","1.0"
"IMG_3567","Fire Scene","fire","fire:[411.4,287.11,547.25,457.09]; fire:[480.11,235.47,522.27,285.58]; fire:[565.47,377.06,616.37,412.97]; fire:[782.0,603.36,884.48,646.9]","1.0"
"IMG_3568","Fire Scene","fire","fire:[438.73,399.71,466.97,440.17]; fire:[467.92,400.71,497.08,432.77]","1.0"
"IMG_3569","Fire Scene","fire","fire:[161.38,758.95,413.07,940.09]; fire:[0.01,411.28,63.79,511.81]","1.0"
"IMG_3570","Fire Scene","fire","fire:[0.0,420.77,58.1,507.31]; fire:[155.92,751.12,407.38,934.38]","1.0"
"IMG_3571","Fire Scene","fire","fire:[433.82,262.25,546.62,456.72]; fire:[848.6,592.76,867.67,612.01]","1.0"
"IMG_3572","Fire Scene","fire","fire:[438.62,403.82,465.82,439.99]; fire:[464.17,399.66,496.37,432.81]","1.0"
"IMG_3573","Fire Scene","fire","fire:[845.91,590.05,865.71,610.99]; fire:[437.02,321.51,550.5,459.0]","1.0"
"IMG_3574","Fire Scene","fire","fire:[0.0,441.3,61.4,508.34]; fire:[144.88,749.33,406.88,940.91]","1.0"
"IMG_3575","Fire Scene","fire","fire:[398.22,363.0,483.07,411.7]","1.0"
"IMG_3576","Fire Scene","fire","fire:[438.5,398.37,465.75,439.88]; fire:[464.09,404.79,496.15,433.45]","1.0"
"IMG_3577","Fire Scene","fire","fire:[0.0,441.66,62.36,511.32]; fire:[143.33,748.04,405.94,929.44]","1.0"
"IMG_3578","Fire Scene","fire","fire:[317.76,59.72,600.84,492.46]; fire:[849.37,593.43,865.99,610.33]","1.0"
"IMG_3579","Fire Scene","fire","fire:[437.68,398.85,464.56,439.31]; fire:[464.36,405.22,496.14,432.43]","1.0"
"IMG_3580","Fire Scene","fire","fire:[577.17,439.47,976.07,747.68]","1.0"
"IMG_3581","Fire Scene","fire","fire:[1244.49,608.53,1489.91,711.39]; fire:[1061.51,287.83,1244.11,431.29]; fire:[1238.25,409.57,1427.31,607.25]","1.0"
"IMG_3582","General Incident Scene","refrigerator","refrigerator:[76.25,0.0,839.9,712.05]","0.82"
"IMG_3583","Fire Scene","fire","fire:[1192.5,300.49,1401.17,924.63]","1.0"
"IMG_3584","Fire Scene","fire","fire:[614.79,535.78,715.05,729.14]","1.0"
"IMG_3585","Fire Scene","fire","fire:[220.53,247.12,373.96,445.94]","1.0"
"IMG_3586","Fire Scene","fire","fire:[504.23,441.25,620.42,592.09]","1.0"
"IMG_3587","Fire Scene","fire","fire:[105.55,749.2,399.0,930.72]; fire:[0.0,440.14,65.78,512.91]","1.0"
"IMG_3588","Fire Scene","fire","fire:[436.43,394.85,466.12,439.65]; fire:[472.4,402.49,497.5,433.27]","1.0"
"IMG_3589","Fire Scene","fire","fire:[438.9,396.5,471.4,439.95]; fire:[470.0,400.26,496.5,431.96]","1.0"
"IMG_3590","Fire Scene","fire","fire:[89.9,749.61,410.65,924.69]; fire:[5.68,442.69,60.01,511.29]","1.0"
"IMG_3591","Fire Scene","fire","fire:[430.36,255.88,642.83,434.7]","1.0"
"IMG_3592","Fire Scene","fire","fire:[438.84,422.55,516.95,449.55]","1.0"
"IMG_3593","Fire Scene","fire","fire:[433.72,401.08,496.36,439.74]","1.0"
"IMG_3594","Fire Scene","fire","fire:[60.75,693.46,399.31,930.58]; fire:[7.83,418.39,60.47,508.66]","1.0"
"IMG_3595","Fire Scene","fire","fire:[430.17,282.84,642.87,455.96]","1.0"
"IMG_3596","Fire Scene","fire","fire:[435.25,399.96,495.59,440.01]","1.0"
"IMG_3597","Fire Scene","fire","fire:[131.8,685.15,405.17,926.83]; fire:[11.9,439.68,60.92,508.08]","1.0"
"IMG_3598","Fire Scene","fire","fire:[437.38,400.32,493.86,439.9]","1.0"
"IMG_3599","Fire Scene","fire","fire:[461.19,312.16,661.09,424.7]","1.0"
"IMG_3600","Fire Scene","fire","fire:[687.62,558.31,811.66,633.81]; fire:[437.22,293.31,655.92,448.09]","1.0"
"IMG_3601","Fire Scene","fire","fire:[437.87,400.07,495.67,440.07]","1.0"
"IMG_3602","Fire Scene","fire","fire:[565.16,718.77,625.44,765.41]","1.0"
"IMG_3603","Fire Scene","fire","fire:[710.88,594.76,791.64,645.25]; fire:[420.69,302.47,634.8,454.41]","1.0"
"IMG_3604","Fire Scene","fire","fire:[435.28,395.63,490.39,424.5]","1.0"
"IMG_3605","Fire Scene","fire","fire:[719.78,606.15,775.72,644.65]; fire:[231.33,0.26,682.75,497.6]; fire:[142.12,457.17,353.55,618.98]","1.0"
"IMG_3606","Fire Scene","fire","fire:[436.78,398.6,489.51,424.11]","1.0"
"IMG_3607","Fire Scene","fire","fire:[374.03,155.61,618.02,483.34]; fire:[729.45,601.72,765.34,636.45]; fire:[91.43,370.47,287.13,575.43]; fire:[269.2,297.36,439.76,456.73]","1.0"
"IMG_3608","Fire Scene","fire","fire:[1079.05,298.41,1251.72,443.41]; fire:[1240.56,410.86,1490.0,715.38]; fire:[1411.98,884.01,1920.0,1080.01]","1.0"
"IMG_3609","Fire Scene","fire","fire:[784.45,381.94,805.05,402.77]","1.0"
"IMG_3610","Fire Scene","fire","fire:[507.05,411.5,596.11,525.34]","1.0"
"IMG_3611","Fire Scene","fire","fire:[1170.27,341.21,1384.33,942.75]","1.0"
"IMG_3612","Fire Scene","fire","fire:[236.55,283.44,333.75,390.58]","1.0"
"IMG_3613","Fire Scene","fire","fire:[219.94,252.47,332.79,404.44]","1.0"
"IMG_3614","General Incident Scene","refrigerator","refrigerator:[73.27,0.0,841.03,712.48]","0.86"
"IMG_3615","Fire Scene","fire","fire:[635.71,515.5,883.96,714.75]","1.0"
"IMG_3616","Fire Scene","fire","fire:[436.9,400.51,491.4,424.59]","1.0"
"IMG_3617","Fire Scene","fire","fire:[408.47,264.87,670.15,455.7]; fire:[731.53,602.13,763.23,638.01]","1.0"
"IMG_3618","Fire Scene","fire","fire:[435.76,396.8,490.26,423.16]","1.0"
"IMG_3619","Fire Scene","fire","fire:[433.16,401.18,490.58,424.24]","1.0"
"IMG_3620","General Incident Scene","refrigerator","refrigerator:[76.28,0.0,847.8,705.7]","0.78"
"IMG_3621","Fire Scene","fire","fire:[436.38,318.75,593.88,438.76]; fire:[340.61,257.75,483.97,459.57]; fire:[732.03,607.1,758.75,640.24]","1.0"
"IMG_3622","Fire Scene","fire","fire:[433.0,401.76,490.18,423.65]","1.0"
"IMG_3623","Fire Scene","fire","fire:[427.34,195.0,666.11,422.78]; fire:[730.51,604.39,755.93,638.7]","1.0"
"IMG_3624","Fire Scene","fire","fire:[428.88,299.6,593.18,442.57]; fire:[725.11,597.02,755.73,637.12]","1.0"
"IMG_3625","Fire Scene","fire","fire:[434.53,398.44,488.57,423.24]","1.0"
"IMG_3626","Fire Scene","fire","fire:[434.0,396.51,491.6,424.11]","1.0"
"IMG_3627","Fire Scene","fire","fire:[433.33,398.34,489.02,424.06]","1.0"
"IMG_3628","Fire Scene","fire","fire:[434.37,397.74,488.47,423.84]","1.0"
"IMG_3629","Fire Scene","fire","fire:[431.18,399.17,486.36,423.33]","1.0"
"IMG_3630","Fire Scene","fire","fire:[437.48,417.46,504.42,447.48]","1.0"
"IMG_3631","Fire Scene","fire","fire:[215.66,234.35,330.45,384.63]","1.0"
"IMG_3632","Fire Scene","fire","fire:[784.95,374.0,806.37,403.97]","1.0"
"IMG_3633","Fire Scene","fire","fire:[491.98,378.14,575.22,514.58]","1.0"
"IMG_3634","Fire Scene","fire","fire:[1136.45,344.62,1380.14,908.94]","1.0"
"IMG_3635","Fire Scene","fire","fire:[646.03,433.13,845.75,722.05]","1.0"
"IMG_3636","Fire Scene","fire","fire:[788.01,379.12,806.14,403.54]","1.0"
"IMG_3637","Fire Scene","fire","fire:[431.52,394.98,486.65,422.08]","1.0"
"IMG_3638","Fire Scene","fire","fire:[430.85,397.09,487.05,423.18]","1.0"
"IMG_3639","Fire Scene","person, truck","person:[1036.08,438.38,1182.53,689.04]; person:[626.99,570.51,720.05,794.21]; person:[691.9,742.87,882.95,972.76]; truck:[1083.31,95.68,1237.37,298.93]; person:[66.45,857.71,239.03,1076.77]","0.49"
"IMG_3640","Fire Scene","fire","fire:[429.14,388.45,486.6,423.2]","1.0"
"IMG_3641","Fire Scene","fire","fire:[399.33,362.37,481.89,413.21]","1.0"
"IMG_3642","Fire Scene","fire","fire:[474.77,436.12,504.56,445.66]","1.0"
"IMG_3643","Fire Scene","fire","fire:[423.38,386.8,486.35,423.34]","1.0"
"IMG_3644","Fire Scene","fire","fire:[427.29,388.18,488.25,424.22]","1.0"
"IMG_3645","Fire Scene","fire","fire:[424.43,385.29,487.21,422.37]","1.0"
"IMG_3646","Fire Scene","fire","fire:[428.91,388.22,486.17,423.34]","1.0"
"IMG_3647","Fire Scene","fire","fire:[216.19,259.39,335.43,388.21]","1.0"
"IMG_3648","Fire Scene","fire","fire:[419.78,355.57,481.48,413.43]","1.0"
"IMG_3649","Fire Scene","fire","fire:[578.92,713.84,635.65,758.81]; fire:[714.98,800.88,749.19,819.22]; fire:[526.07,455.67,609.32,544.63]","1.0"
"IMG_3650","Fire Scene","fire","fire:[596.3,520.53,786.72,726.45]; fire:[823.97,642.49,864.09,672.31]","1.0"
"IMG_3651","Fire Scene","fire","fire:[1281.69,419.47,1492.63,717.48]; fire:[1088.52,321.58,1155.67,366.98]; fire:[1402.22,838.1,1920.0,1080.0]","1.0"
"IMG_3652","General Incident Scene","refrigerator","refrigerator:[75.64,0.0,844.91,707.86]","0.79"
"IMG_3653","Fire Scene","fire","fire:[436.44,419.4,517.66,447.9]","1.0"
"IMG_3654","Fire Scene","fire","fire:[399.81,363.64,478.7,412.83]","1.0"
"IMG_3655","Fire Scene","fire","fire:[397.94,350.73,478.23,414.37]","1.0"
"IMG_3656","Fire Scene","fire","fire:[398.25,368.12,479.03,414.66]","1.0"
"IMG_3657","General Incident Scene","refrigerator","refrigerator:[75.7,0.0,837.75,712.3]","0.7"
"IMG_3658","Fire Scene","fire","fire:[786.53,381.19,806.17,403.27]","1.0"
"IMG_3659","Fire Scene","fire","fire:[437.35,415.73,518.71,447.53]","1.0"
"IMG_3660","Fire Scene","fire","fire:[258.33,316.85,314.96,374.99]","1.0"
"IMG_3661","Fire Scene","fire","fire:[560.73,714.72,625.12,764.22]; fire:[718.06,802.52,747.46,823.7]; fire:[697.86,845.21,719.4,865.93]","1.0"
"IMG_3662","Fire Scene","fire","fire:[1260.1,808.0,1334.12,945.59]; fire:[1274.46,963.45,1300.98,988.88]","1.0"
"IMG_3663","Fire Scene","fire","fire:[563.9,493.45,733.84,763.51]","1.0"
"IMG_3664","Fire Scene","fire","fire:[397.85,356.99,467.93,413.47]","1.0"
"IMG_3665","Fire Scene","fire","fire:[395.08,350.4,485.08,409.98]","1.0"
"IMG_3666","General Incident Scene","unknown","unknown:[308.0,386.5,361.0,481.5]; unknown:[292.5,496.5,339.5,664.5]","1.0"
"IMG_3667","Fire Scene","fire","fire:[396.04,333.92,485.79,410.72]","1.0"
"IMG_3668","General Incident Scene","unknown","unknown:[303.5,379.0,366.5,493.0]; unknown:[291.5,500.0,339.5,658.0]","1.0"
"IMG_3669","General Incident Scene","unknown","unknown:[320.5,361.0,367.5,493.0]; unknown:[295.0,501.0,344.0,675.0]","1.0"
"IMG_3670","Fire Scene","fire","fire:[383.82,293.29,486.06,415.07]","1.0"
"IMG_3671","Fire Scene","unknown","unknown:[330.0,401.0,368.0,497.0]; unknown:[291.5,502.0,344.5,677.0]","1.0"
"IMG_3672","Fire Scene","unknown","unknown:[315.5,353.0,368.5,498.0]; unknown:[295.5,549.0,345.5,677.0]","1.0"
"IMG_3673","General Incident Scene","unknown","unknown:[317.5,350.0,369.5,532.0]; unknown:[299.0,538.5,345.0,675.5]","1.0"
"IMG_3674","Fire Scene","unknown","unknown:[298.5,365.5,370.5,675.5]","1.0"
"IMG_3675","Fire Scene","unknown","unknown:[296.5,394.0,374.5,678.0]","1.0"
"IMG_3676","Fire Scene","fire","fire:[379.7,323.16,485.12,413.94]","1.0"
"IMG_3677","Fire Scene","unknown","unknown:[318.0,380.0,373.0,516.0]; unknown:[297.5,568.0,348.5,678.0]","1.0"
"IMG_3678","Fire Scene","fire","fire:[378.09,319.49,485.75,414.19]","1.0"
"IMG_3679","General Incident Scene","unknown","unknown:[344.0,494.5,365.0,544.5]","1.0"
"IMG_3680","General Incident Scene","unknown","unknown:[335.5,427.0,362.5,479.0]; unknown:[347.0,486.5,364.0,536.5]","1.0"
"IMG_3681","General Incident Scene","unknown","unknown:[332.5,413.0,360.5,479.0]; unknown:[343.5,484.5,366.5,541.5]","1.0"
"IMG_3682","Fire Scene","fire","fire:[786.4,378.8,805.6,403.21]","1.0"
"IMG_3683","General Incident Scene","unknown","unknown:[331.0,415.5,364.0,481.5]; unknown:[341.0,484.0,367.0,540.0]","1.0"
"IMG_3684","General Incident Scene","unknown","unknown:[331.5,415.0,361.5,479.0]; unknown:[343.5,485.5,366.5,543.5]","1.0"
"IMG_3685","General Incident Scene","unknown","unknown:[329.0,414.0,364.0,478.0]; unknown:[343.0,486.5,365.0,542.5]","1.0"
"IMG_3686","General Incident Scene","unknown","unknown:[332.5,424.0,363.5,480.0]; unknown:[340.5,480.0,367.5,541.0]","1.0"
"IMG_3687","General Incident Scene","unknown","unknown:[333.5,413.0,367.5,541.0]","1.0"
"IMG_3688","General Incident Scene","unknown","unknown:[333.0,411.0,366.0,543.0]","1.0"
"IMG_3689","General Incident Scene","unknown","unknown:[334.0,411.0,367.0,543.0]","1.0"
"IMG_3690","General Incident Scene","unknown","unknown:[329.0,412.0,367.0,541.0]","1.0"
"IMG_3691","General Incident Scene","unknown","unknown:[330.5,408.5,365.5,542.5]","1.0"
"IMG_3692","General Incident Scene","unknown","unknown:[328.5,413.5,365.5,543.5]","1.0"
"IMG_3693","General Incident Scene","refrigerator","refrigerator:[75.48,0.0,842.93,705.82]","0.73"
"IMG_3694","General Incident Scene","unknown","unknown:[331.0,412.0,369.0,540.0]","1.0"
"IMG_3695","General Incident Scene","unknown","unknown:[331.0,410.0,368.0,542.0]","1.0"
"IMG_3696","General Incident Scene","unknown","unknown:[330.0,411.0,369.0,541.0]","1.0"
"IMG_3697","General Incident Scene","unknown","unknown:[331.5,414.5,366.5,542.5]","1.0"
"IMG_3698","General Incident Scene","unknown","unknown:[330.0,413.5,369.0,542.5]","1.0"
"IMG_3699","General Incident Scene","unknown","unknown:[331.0,415.5,367.0,543.5]","1.0"
"IMG_3700","General Incident Scene","unknown","unknown:[330.0,409.5,368.0,544.5]","1.0"
"IMG_3701","Fire Scene","fire","fire:[433.8,554.74,628.58,757.22]; fire:[649.89,620.91,788.29,727.11]; fire:[845.69,649.44,872.25,711.6]","1.0"
"IMG_3702","General Incident Scene","unknown","unknown:[331.0,409.5,367.0,543.5]","1.0"
"IMG_3703","General Incident Scene","unknown","unknown:[347.0,560.0,370.0,678.0]","1.0"
"IMG_3704","General Incident Scene","unknown","unknown:[330.5,409.0,365.5,539.0]","1.0"
"IMG_3705","General Incident Scene","unknown","unknown:[342.5,562.0,365.5,682.0]","1.0"
"IMG_3706","General Incident Scene","unknown","unknown:[330.0,408.5,366.0,545.5]","1.0"
"IMG_3707","General Incident Scene","unknown","unknown:[346.0,564.5,363.0,681.5]","1.0"
"IMG_3708","General Incident Scene","unknown","unknown:[329.5,409.0,367.5,541.0]","1.0"
"IMG_3709","General Incident Scene","unknown","unknown:[344.0,569.0,364.0,681.0]","1.0"
"IMG_3710","Fire Scene","fire","fire:[436.7,413.43,517.48,448.33]","1.0"
"IMG_3711","General Incident Scene","unknown","unknown:[331.0,406.5,367.0,542.5]","1.0"
"IMG_3712","General Incident Scene","unknown","unknown:[349.5,562.0,364.5,678.0]","1.0"
"IMG_3713","General Incident Scene","unknown","unknown:[348.5,557.0,363.5,679.0]","1.0"
"IMG_3714","General Incident Scene","unknown","unknown:[327.0,405.5,371.0,542.5]","1.0"
"IMG_3715","General Incident Scene","unknown","unknown:[344.5,563.0,364.5,681.0]","1.0"
"IMG_3716","General Incident Scene","unknown","unknown:[329.0,406.5,369.0,547.5]","1.0"
"IMG_3717","General Incident Scene","unknown","unknown:[347.0,565.5,364.0,683.5]","1.0"
"IMG_3718","General Incident Scene","unknown","unknown:[327.5,408.0,368.5,540.0]","1.0"
"IMG_3719","General Incident Scene","unknown","unknown:[330.5,409.0,365.5,549.0]","1.0"
"IMG_3720","Fire Scene","fire","fire:[571.47,720.93,622.35,763.42]; fire:[715.81,806.53,741.89,821.45]; fire:[698.7,846.15,720.8,860.05]; fire:[1421.44,560.55,1459.13,606.13]","1.0"
"IMG_3721","General Incident Scene","unknown","unknown:[346.5,561.0,365.5,681.0]","1.0"
"IMG_3722","General Incident Scene","unknown","unknown:[329.5,411.0,366.5,543.0]","1.0"
"IMG_3723","General Incident Scene","unknown","unknown:[348.0,553.0,368.0,679.0]; unknown:[391.5,451.0,465.5,603.0]","1.0"
"IMG_3724","General Incident Scene","unknown","unknown:[329.0,412.0,372.0,537.0]","1.0"
"IMG_3725","General Incident Scene","unknown","unknown:[330.5,409.5,368.5,534.5]","1.0"
"IMG_3726","General Incident Scene","unknown","unknown:[328.5,406.5,367.5,536.5]","1.0"
"IMG_3727","General Incident Scene","unknown","unknown:[330.0,403.0,368.0,547.0]","1.0"
"IMG_3728","General Incident Scene","unknown","unknown:[327.5,404.5,367.5,541.5]","1.0"
"IMG_3729","General Incident Scene","unknown","unknown:[325.5,404.5,366.5,544.5]","1.0"
"IMG_3730","General Incident Scene","unknown","unknown:[330.0,408.5,367.0,545.5]","1.0"
"IMG_3731","General Incident Scene","unknown","unknown:[328.0,409.0,368.0,551.0]","1.0"
"IMG_3732","General Incident Scene","unknown","unknown:[326.0,409.5,369.0,543.5]","1.0"
"IMG_3733","General Incident Scene","unknown","unknown:[327.5,401.0,368.5,542.0]","1.0"
"IMG_3734","General Incident Scene","unknown","unknown:[324.5,408.0,367.5,539.0]","1.0"
"IMG_3735","General Incident Scene","unknown","unknown:[326.5,403.5,369.5,545.5]","1.0"
"IMG_3736","General Incident Scene","unknown","unknown:[330.0,412.0,364.0,542.0]","1.0"
"IMG_3737","General Incident Scene","unknown","unknown:[328.5,412.5,369.5,533.5]","1.0"
"IMG_3738","General Incident Scene","unknown","unknown:[329.5,412.0,371.5,539.0]","1.0"
"IMG_3739","General Incident Scene","unknown","unknown:[329.5,409.5,366.5,543.5]","1.0"
"IMG_3740","General Incident Scene","unknown","unknown:[365.0,262.5,387.0,353.5]","1.0"
"IMG_3741","Fire Scene","fire","fire:[255.79,305.16,324.26,380.51]; fire:[225.88,284.43,255.18,316.56]; fire:[195.57,298.75,215.69,312.61]","1.0"
"IMG_3742","General Incident Scene","unknown","unknown:[366.0,281.0,389.0,353.0]","1.0"
"IMG_3743","General Incident Scene","unknown","unknown:[359.5,235.5,394.5,356.5]","1.0"
"IMG_3744","General Incident Scene","unknown","unknown:[363.5,212.5,393.5,354.5]","1.0"
"IMG_3745","General Incident Scene","unknown","unknown:[363.5,209.0,390.5,358.0]","1.0"
"IMG_3746","General Incident Scene","unknown","unknown:[359.5,210.0,391.5,361.0]","1.0"
"IMG_3747","General Incident Scene","unknown","unknown:[351.5,190.0,391.5,357.0]","1.0"
"IMG_3748","General Incident Scene","unknown","unknown:[359.5,175.5,394.5,351.5]","1.0"
"IMG_3749","General Incident Scene","unknown","unknown:[350.5,210.0,391.5,352.0]","1.0"
"IMG_3750","General Incident Scene","unknown","unknown:[355.0,181.0,396.0,357.0]","1.0"
"IMG_3751","General Incident Scene","unknown","unknown:[350.5,204.5,398.5,353.5]","1.0"
"IMG_3752","Fire Scene","fire","fire:[379.62,316.61,481.26,415.79]","1.0"
"IMG_3753","General Incident Scene","unknown","unknown:[341.0,194.5,397.0,353.5]","1.0"
"IMG_3754","General Incident Scene","unknown","unknown:[353.0,130.5,394.0,356.5]","1.0"
"IMG_3755","General Incident Scene","unknown","unknown:[358.5,170.0,394.5,357.0]","1.0"
"IMG_3756","General Incident Scene","unknown","unknown:[354.0,191.0,399.0,351.0]","1.0"
"IMG_3757","General Incident Scene","unknown","unknown:[359.5,192.5,400.5,357.5]","1.0"
"IMG_3758","General Incident Scene","unknown","unknown:[355.5,181.0,400.5,358.0]","1.0"
"IMG_3759","General Incident Scene","unknown","unknown:[355.5,166.5,400.5,357.5]","1.0"
"IMG_3760","General Incident Scene","unknown","unknown:[358.0,136.5,402.0,362.5]","1.0"
"IMG_3761","Fire Scene","fire","fire:[375.02,290.92,479.63,414.7]","1.0"
"IMG_3762","General Incident Scene","unknown","unknown:[355.5,207.5,395.5,364.5]","1.0"
"IMG_3763","General Incident Scene","unknown","unknown:[355.5,177.5,398.5,365.5]","1.0"
"IMG_3764","General Incident Scene","unknown","unknown:[344.0,242.0,374.0,581.0]","1.0"
"IMG_3765","General Incident Scene","unknown","unknown:[359.0,174.5,395.0,354.5]","1.0"
"IMG_3766","General Incident Scene","unknown","unknown:[364.5,125.5,394.5,356.5]","1.0"
"IMG_3767","General Incident Scene","unknown","unknown:[355.5,115.5,390.5,364.5]","1.0"
"IMG_3768","General Incident Scene","unknown","unknown:[341.5,230.0,376.5,581.0]","1.0"
"IMG_3769","General Incident Scene","unknown","unknown:[339.0,232.0,377.0,581.0]","1.0"
"IMG_3770","General Incident Scene","unknown","unknown:[335.5,235.5,385.5,581.5]","1.0"
"IMG_3771","General Incident Scene","unknown","unknown:[320.5,234.0,399.5,579.0]","1.0"
"IMG_3772","General Incident Scene","unknown","unknown:[353.0,173.0,398.0,360.0]","1.0"
"IMG_3773","General Incident Scene","unknown","unknown:[356.0,153.0,400.0,361.0]","1.0"
"IMG_3774","General Incident Scene","unknown","unknown:[347.5,176.5,392.5,353.5]","1.0"
"IMG_3775","General Incident Scene","unknown","unknown:[329.0,232.0,383.0,577.0]","1.0"
"IMG_3776","General Incident Scene","unknown","unknown:[333.5,234.5,379.5,583.5]","1.0"
"IMG_3777","General Incident Scene","unknown","unknown:[316.5,232.5,392.5,584.5]","1.0"
